"turbo:TURBO_3000001","Quantitative assay for Lymphocytes in Cerebral spinal fluid specimen , normalized by 100 leukocytes  (Manual count) [percent]","","Lymphocytes/100 leukocytes in Cerebral spinal fluid by Manual count","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'cerebrospinal fluid specimen'","'lymphocyte'","","","","","obo:IAO_0000032","","","","loinc:10328-3"
"turbo:TURBO_3000002","Quantitative assay for Monocytes in Body fluid specimen , normalized by 100 leukocytes  (Manual count) [percent]","","Monocytes/100 leukocytes in Body fluid by Manual count","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'bodily fluid specimen'","'monocyte'","","","","","obo:IAO_0000032","","","","loinc:10330-9"
"turbo:TURBO_3000003","Quantitative assay for Temazepam in Serum or Plasma specimen  [NA]","","Temazepam [Mass/volume] in Serum or Plasma","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen' or 'blood plasma specimen'","'Temazepam'","","","","","obo:IAO_0000032","","","","loinc:10343-2"
"turbo:TURBO_3000004","Quantitative assay for Ab.IgA against Endomysium in Serum specimen  [NA]","","Endomysium IgA Ab [Presence] in Serum","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen'","'endomysium'","","","","","obo:IAO_0000032","","","","loinc:10362-2"
"turbo:TURBO_3000005","Quantitative assay for Cotinine in Serum or Plasma specimen  [NA]","","Cotinine [Mass/volume] in Serum or Plasma","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen' or 'blood plasma specimen'","'(-)-cotinine'","","","","","obo:IAO_0000032","","","","loinc:10365-5"
"turbo:TURBO_3000007","Quantitative assay for Lead in Blood capillary specimen  [NA]","","Lead [Mass/volume] in Capillary blood","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'capillary blood specimen'","'lead atom'","","","","","obo:IAO_0000032","","","","loinc:10368-9"
"turbo:TURBO_3000008","Quantitative assay for Lutropin in Serum or Plasma specimen  [arbitrary clinical concentration/abundance unit]","","Lutropin [Units/volume] in Serum or Plasma","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen' or 'blood plasma specimen'","'Luteinizing hormone'","","","","","obo:IAO_0000032","","","","loinc:10501-5"
"turbo:TURBO_3000009","Quantitative assay for Digoxin in Serum or Plasma specimen  [NA]","","Digoxin [Mass/volume] in Serum or Plasma","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen' or 'blood plasma specimen'","'digoxin'","","","","","obo:IAO_0000032","","","","loinc:10535-3"
"turbo:TURBO_3000012","Quantitative assay for Phenytoin.free in Serum or Plasma specimen  [percent]","","Phenytoin Free/Phenytoin.total in Serum or Plasma","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen' or 'blood plasma specimen'","'phenytoin'","","","","","obo:IAO_0000032","","","","loinc:10548-6"
"turbo:TURBO_3000013","Quantitative assay for Ab.IgE against Passiflora edulis in Serum specimen  [arbitrary clinical concentration/abundance unit]","","Passion fruit IgE Ab [Units/volume] in Serum","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen'","'Passiflora edulis'","","","","","obo:IAO_0000032","","","","loinc:10946-2"
"turbo:TURBO_3000016","Quantitative assay for Fluconazole in Serum or Plasma specimen  [NA]","","Fluconazole [Mass/volume] in Serum or Plasma","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen' or 'blood plasma specimen'","'fluconazole'","","","","","obo:IAO_0000032","","","","loinc:10987-6"
"turbo:TURBO_3000017","Quantitative assay for Itraconazole in Serum or Plasma specimen  [NA]","","Itraconazole [Mass/volume] in Serum or Plasma","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen' or 'blood plasma specimen'","'itraconazole'","","","","","obo:IAO_0000032","","","","loinc:10989-2"
"turbo:TURBO_3000018","Quantitative assay for Norclozapine in Serum or Plasma specimen  [NA]","","Norclozapine [Mass/volume] in Serum or Plasma","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen' or 'blood plasma specimen'","'N-desmethylclozapine'","","","","","obo:IAO_0000032","","","","loinc:10992-6"
"turbo:TURBO_3000020","Quantitative assay for Hepatitis C virus in Serum or Plasma specimen  [arbitrary clinical concentration/abundance unit]","","Hepatitis C virus RNA [Units/volume] (viral load) in Serum or Plasma by NAA with probe detection","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen' or 'blood plasma specimen'","'Hepacivirus C'","","","","","obo:IAO_0000032","","","","loinc:11011-4"
"turbo:TURBO_3000021","Quantitative assay for Lymphocytes in Body fluid specimen , normalized by 100 leukocytes  [percent]","","Lymphocytes/100 leukocytes in Body fluid","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'bodily fluid specimen'","'lymphocyte'","","","","","obo:IAO_0000032","","","","loinc:11031-2"
"turbo:TURBO_3000023","Quantitative assay for EPINEPHrine in Urine specimen  [NA]","","EPINEPHrine [Mass/volume] in Urine","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'urine specimen'","'adrenaline'","","","","","obo:IAO_0000032","","","","loinc:11046-0"
"turbo:TURBO_3000024","Quantitative assay for Cholesterol.in LDL in Serum or Plasma specimen  [ratio]","","Cholesterol in LDL/Cholesterol in HDL [Mass Ratio] in Serum or Plasma","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen' or 'blood plasma specimen'","'low-density lipoprotein cholesterol'","","","","","obo:IAO_0000032","","","","loinc:11054-4"
"turbo:TURBO_3000025","Quantitative assay for Butalbital in Urine specimen  [NA]","","Butalbital [Mass/volume] in Urine","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'urine specimen'","'butalbital'","","","","","obo:IAO_0000032","","","","loinc:11071-8"
"turbo:TURBO_3000026","Quantitative assay for Norfentanyl in Urine specimen  [NA]","","Norfentanyl [Mass/volume] in Urine","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'urine specimen'","'norfentanyl'","","","","","obo:IAO_0000032","","","","loinc:11075-9"
"turbo:TURBO_3000027","Quantitative assay for Phosphate in Urine specimen , normalized by Creatinine  [ratio]","","Phosphate/Creatinine [Mass Ratio] in Urine","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'urine specimen'","'phosphate'","","","","","obo:IAO_0000032","","","","loinc:11141-9"
"turbo:TURBO_3000028","Quantitative assay for Ab.IgE against Macadamia spp in Serum specimen  [arbitrary clinical concentration/abundance unit]","","Macadamia IgE Ab [Units/volume] in Serum","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen'","'Macadamia'","","","","","obo:IAO_0000032","","","","loinc:11183-1"
"turbo:TURBO_3000029","Quantitative assay for Amobarbital in Urine specimen  [NA]","","Amobarbital [Mass/volume] in Urine","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'urine specimen'","'amobarbital'","","","","","obo:IAO_0000032","","","","loinc:11230-0"
"turbo:TURBO_3000031","Quantitative assay for Mercaptopurine in Serum or Plasma specimen  [NA]","","Mercaptopurine [Mass/volume] in Serum or Plasma","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen' or 'blood plasma specimen'","'mercaptopurine'","","","","","obo:IAO_0000032","","","","loinc:11242-5"
"turbo:TURBO_3000032","Quantitative assay for Morphine.free in Serum or Plasma specimen  [NA]","","Morphine Free [Mass/volume] in Serum or Plasma","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen' or 'blood plasma specimen'","'morphine'","","","","","obo:IAO_0000032","","","","loinc:11244-1"
"turbo:TURBO_3000034","Quantitative assay for Tacrolimus in Blood specimen  [NA]","","Tacrolimus [Mass/volume] in Blood","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood specimen'","'tacrolimus (anhydrous)'","","","","","obo:IAO_0000032","","","","loinc:11253-2"
"turbo:TURBO_3000035","Quantitative assay for Hepatitis C virus in Serum or Plasma specimen  [NA]","","Hepatitis C virus RNA [Presence] in Serum or Plasma by NAA with probe detection","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood serum specimen' or 'blood plasma specimen'","'Hepacivirus C'","","","","","obo:IAO_0000032","","","","loinc:11259-9"
"turbo:TURBO_3000036","Quantitative assay for Oxyhemoglobin in Blood specimen  [percent]","","Fractional oxyhemoglobin in Blood","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood specimen'","'oxyhemoglobin'","","","","","obo:IAO_0000032","","","","loinc:11559-2"
"turbo:TURBO_3000038","Quantitative assay for Basophils in Body fluid specimen , normalized by 100 leukocytes  (Manual count) [percent]","","Basophils/100 leukocytes in Body fluid by Manual count","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'bodily fluid specimen'","'basophil'","","","","","obo:IAO_0000032","","","","loinc:12179-8"
"turbo:TURBO_3000039","Quantitative assay for Cholesterol in Body fluid specimen  [NA]","","Cholesterol [Mass/volume] in Body fluid","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'bodily fluid specimen'","'cholesterol'","","","","","obo:IAO_0000032","","","","loinc:12183-0"
"turbo:TURBO_3000040","Quantitative assay for Creatinine in Body fluid specimen  [NA]","","Creatinine [Mass/volume] in Body fluid","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'bodily fluid specimen'","'creatinine'","","","","","obo:IAO_0000032","","","","loinc:12190-5"
"turbo:TURBO_3000041","Quantitative assay for Creatinine in Peritoneal fluid specimen  [NA]","","Creatinine [Mass/volume] in Peritoneal fluid","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'peritoneal fluid specimen'","'creatinine'","","","","","obo:IAO_0000032","","","","loinc:12191-3"
"turbo:TURBO_3000042","Quantitative assay for Eosinophils in Cerebral spinal fluid specimen , normalized by 100 leukocytes  (Manual count) [percent]","","Eosinophils/100 leukocytes in Cerebral spinal fluid by Manual count","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'cerebrospinal fluid specimen'","'eosinophil'","","","","","obo:IAO_0000032","","","","loinc:12208-5"
"turbo:TURBO_3000043","Quantitative assay for Eosinophils in Body fluid specimen , normalized by 100 leukocytes  (Manual count) [percent]","","Eosinophils/100 leukocytes in Body fluid by Manual count","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'bodily fluid specimen'","'eosinophil'","","","","","obo:IAO_0000032","","","","loinc:12209-3"
"turbo:TURBO_3000044","Quantitative assay for Leukocytes in Blood specimen  [count per volume]","","Leukocytes [#/volume] corrected for nucleated erythrocytes in Blood","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'blood specimen'","'leukocyte'","","","","","obo:IAO_0000032","","","","loinc:12227-5"
"turbo:TURBO_3000045","Quantitative assay for Triglyceride in Body fluid specimen  [NA]","","Triglyceride [Mass/volume] in Body fluid","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'bodily fluid specimen'","'triglyceride'","","","","","obo:IAO_0000032","","","","loinc:12228-3"
"turbo:TURBO_3000046","Quantitative assay for Macrophages in Body fluid specimen , normalized by 100 leukocytes  (Manual count) [percent]","","Macrophages/100 leukocytes in Body fluid by Manual count","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'bodily fluid specimen'","'macrophage'","","","","","obo:IAO_0000032","","","","loinc:12230-9"
"turbo:TURBO_3000047","Quantitative assay for Neutrophils in Body fluid specimen , normalized by 100 leukocytes  (Manual count) [percent]","","Neutrophils/100 leukocytes in Body fluid by Manual count","","","","","Mark Andrew Miller, ORCID:0000-0001-9076-6066|Chris Stoeckert","","ghi:1153","subclass","","'assay of specimen from organism'","","","'bodily fluid specimen'","'neutrophil'","","","","","obo:IAO_0000032","","","","loinc:12238-2"
