"http://purl.obolibrary.org/obo/OBI_3000001","Assay for IgG against molecular entity from Polistes in blood serum specimen [mass per unit volume concentration]","","","An assay for IgG against molecular entity from Polistes in blood serum specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'blood serum specimen'","","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","'IgG immunoglobulin complex' and 'has disposition to bind' some 'molecular entity' and ('derives from' some ('part of' some 'Polistes'))","","","http://purl.bioontology.org/ontology/LNC/41219-7"
"http://purl.obolibrary.org/obo/OBI_3000002","Assay for IgG against molecular entity from Dolichovespula arenaria in blood serum specimen [mass per unit volume concentration]","","","An assay for IgG against molecular entity from Dolichovespula arenaria in blood serum specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'blood serum specimen'","","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","'IgG immunoglobulin complex' and 'has disposition to bind' some 'molecular entity' and ('derives from' some ('part of' some 'Dolichovespula arenaria'))","","","http://purl.bioontology.org/ontology/LNC/49740-4"
"http://purl.obolibrary.org/obo/OBI_3000003","Assay for IgG against molecular entity from Dolichovespula maculata in blood serum specimen [mass per unit volume concentration]","","","An assay for IgG against molecular entity from Dolichovespula maculata in blood serum specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'blood serum specimen'","","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","'IgG immunoglobulin complex' and 'has disposition to bind' some 'molecular entity' and ('derives from' some ('part of' some 'Dolichovespula maculata'))","","","http://purl.bioontology.org/ontology/LNC/49745-3"
"http://purl.obolibrary.org/obo/OBI_3000004","Assay for Temazepam in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for Temazepam in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","'Temazepam'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","","","","http://purl.bioontology.org/ontology/LNC/10343-2"
"http://purl.obolibrary.org/obo/OBI_3000005","Assay for (-)-cotinine in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for (-)-cotinine in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","'(-)-cotinine'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","","","","http://purl.bioontology.org/ontology/LNC/10365-5"
"http://purl.obolibrary.org/obo/OBI_3000006","Assay for (-)-cotinine in urine specimen [mass per unit volume concentration]","","","An assay for (-)-cotinine in urine specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'urine specimen'","'(-)-cotinine'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","","","","http://purl.bioontology.org/ontology/LNC/10366-3"
"http://purl.obolibrary.org/obo/OBI_3000007","Assay for digoxin in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for digoxin in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","'digoxin'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","","","","http://purl.bioontology.org/ontology/LNC/10535-3"
"http://purl.obolibrary.org/obo/OBI_3000008","Assay for itraconazole in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for itraconazole in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","'itraconazole'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","","","","http://purl.bioontology.org/ontology/LNC/10989-2"
"http://purl.obolibrary.org/obo/OBI_3000009","Assay for N-desmethylclozapine in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for N-desmethylclozapine in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","'N-desmethylclozapine'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","","","","http://purl.bioontology.org/ontology/LNC/10992-6"
"http://purl.obolibrary.org/obo/OBI_3000010","Assay for adrenaline in urine specimen [mass per unit volume concentration]","","","An assay for adrenaline in urine specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'urine specimen'","'adrenaline'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","","","","http://purl.bioontology.org/ontology/LNC/11046-0"
"http://purl.obolibrary.org/obo/OBI_3000011","Assay for butalbital in urine specimen [mass per unit volume concentration]","","","An assay for butalbital in urine specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'urine specimen'","'butalbital'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","","","","http://purl.bioontology.org/ontology/LNC/11071-8"
"http://purl.obolibrary.org/obo/OBI_3000012","Assay for norfentanyl in urine specimen [mass per unit volume concentration]","","","An assay for norfentanyl in urine specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'urine specimen'","'norfentanyl'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","","","","http://purl.bioontology.org/ontology/LNC/11075-9"
"http://purl.obolibrary.org/obo/OBI_3000013","Assay for amobarbital in urine specimen [mass per unit volume concentration]","","","An assay for amobarbital in urine specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'urine specimen'","'amobarbital'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","","","","http://purl.bioontology.org/ontology/LNC/11230-0"
"http://purl.obolibrary.org/obo/OBI_3000014","Assay for oxycodone in urine specimen [mass per unit volume concentration]","","","An assay for oxycodone in urine specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'urine specimen'","'oxycodone'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","","","","http://purl.bioontology.org/ontology/LNC/11246-6"
"http://purl.obolibrary.org/obo/OBI_3000015","Assay for tacrolimus (anhydrous) in blood specimen [mass per unit volume concentration]","","","An assay for tacrolimus (anhydrous) in blood specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'blood specimen'","'tacrolimus (anhydrous)'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","","","","http://purl.bioontology.org/ontology/LNC/11253-2"
"http://purl.obolibrary.org/obo/OBI_3000016","Assay for olanzapine in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for olanzapine in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","'olanzapine'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","","","","http://purl.bioontology.org/ontology/LNC/12389-3"
"http://purl.obolibrary.org/obo/OBI_3000017","Assay for chlorpropamide in urine specimen [mass per unit volume concentration]","","","An assay for chlorpropamide in urine specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'urine specimen'","'chlorpropamide'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","","","","http://purl.bioontology.org/ontology/LNC/12396-8"
"http://purl.obolibrary.org/obo/OBI_3000018","Assay for angiotensin-converting enzyme in cerebrospinal fluid specimen [catalytic (activity) concentration]","","","An assay for angiotensin-converting enzyme in cerebrospinal fluid specimen that generates a scalar datum with catalytic (activity) concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'cerebrospinal fluid specimen'","'angiotensin-converting enzyme'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'catalytic (activity) concentration unit'))","","","","http://purl.bioontology.org/ontology/LNC/12480-0"
"http://purl.obolibrary.org/obo/OBI_3000019","Assay for insulin-like growth factor-binding protein 1 in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for insulin-like growth factor-binding protein 1 in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","'insulin-like growth factor-binding protein 1'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","","","","http://purl.bioontology.org/ontology/LNC/12722-5"
"http://purl.obolibrary.org/obo/OBI_3000020","Assay for prostaglandin D2 in urine specimen [mass per unit volume concentration]","","","An assay for prostaglandin D2 in urine specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","'urine specimen'","'prostaglandin D2'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","","","","http://purl.bioontology.org/ontology/LNC/12838-9"
"http://purl.obolibrary.org/obo/OBI_3000021","Assay for Mitotane in blood serum or blood plasma specimen [mass per unit volume concentration]","","","An assay for Mitotane in blood serum or blood plasma specimen that generates a scalar datum with mass per unit volume concentration units","Inspired by LOINC. Templated by https://github.com/PennTURBO/turbo-assay-templating","","","Mark Andrew Miller|ORCID:0000-0001-9076-6066|Chris Stoeckert|ORCID:0000-0002-5714-991X","","https://github.com/obi-ontology/obi/issues/1153","subclass","","assay","","","('blood serum specimen' or 'blood plasma specimen')","'Mitotane'","","","","","('scalar measurement datum' and ('has measurement unit label' some 'mass per unit volume'))","","","","http://purl.bioontology.org/ontology/LNC/13626-7"
